name_of_state_or_ut,type,state_ut_code,constituency_code,constituency_name,candidate_name,candidate_party,total_votes
Kerala,State,S11,19,Attingal,V  MURALEEDHARAN,Bharatiya Janata Party,311779
Kerala,State,S11,19,Attingal,SURABHI S,Bahujan Samaj Party,4524
Kerala,State,S11,19,Attingal,PRAKASH P L,Independent,1814
Kerala,State,S11,19,Attingal,SANTHOSH K,Independent,1204
Kerala,State,S11,19,Attingal,PRAKASH S,Independent,811
Kerala,State,S11,19,Attingal,NOTA,None of the Above,9791
Kerala,State,S11,11,Chalakudy,BENNY BEHANAN,Indian National Congress,394171
Kerala,State,S11,11,Chalakudy,PROF C RAVEENDRANATH,Communist Party of India  (Marxist),330417
Kerala,State,S11,11,Chalakudy,K A UNNIKRISHNAN,Bharath Dharma Jana Sena,106400
Kerala,State,S11,11,Chalakudy,ADV CHARLY PAUL,Twenty 20 Party,105642
Kerala,State,S11,11,Chalakudy,ROSILIN CHACKO,Bahujan Samaj Party,2410
Kerala,State,S11,11,Chalakudy,BOSCO KALAMASSERY,Independent,1087
Kerala,State,S11,11,Chalakudy,SUBRAN K R,Independent,799
Kerala,State,S11,11,Chalakudy,DR M PRADEEPAN,Socialist Unity Centre Of India (COMMUNIST),694
Kerala,State,S11,11,Chalakudy,ARUN EDATHADAN,Independent,686
Kerala,State,S11,11,Chalakudy,T S CHANDRAN,Independent,531
Kerala,State,S11,11,Chalakudy,JOHNSON K C,Independent,387
Kerala,State,S11,11,Chalakudy,NOTA,None of the Above,8063
Kerala,State,S11,12,Ernakulam,HIBI EDEN,Indian National Congress,482317
Kerala,State,S11,12,Ernakulam,K. J. SHINE TEACHER,Communist Party of India  (Marxist),231932
Kerala,State,S11,12,Ernakulam,DR. K. S. RADHAKRISHNAN,Bharatiya Janata Party,144500
Kerala,State,S11,12,Ernakulam,ADV. ANTONY JUDY,Twenty 20 Party,39808
Kerala,State,S11,12,Ernakulam,VAYALAR JAYAKUMAR,Bahujan Samaj Party,1498
Kerala,State,S11,12,Ernakulam,SANDEEP RAJENDRAPRASAD,Independent,752
Kerala,State,S11,12,Ernakulam,CYRILL SKARIA,Independent,690
Kerala,State,S11,12,Ernakulam,PRATHAPAN,Bahujan Dravida Party,419
Kerala,State,S11,12,Ernakulam,BRAHMAKUMAR,Socialist Unity Centre Of India (COMMUNIST),412
Kerala,State,S11,12,Ernakulam,ROHIT KRISHNAN,Independent,416
Kerala,State,S11,12,Ernakulam,NOTA,None of the Above,7758
Kerala,State,S11,13,Idukki,ADV. DEAN KURIAKOSE,Indian National Congress,432372
Kerala,State,S11,13,Idukki,ADV. JOICE GEORGE,Communist Party of India  (Marxist),298645
Kerala,State,S11,13,Idukki,ADV. SANGEETHA VISWANATHAN,Bharath Dharma Jana Sena,91323
Kerala,State,S11,13,Idukki,ADV. RUSSEL JOY,Bahujan Samaj Party,4437
Kerala,State,S11,13,Idukki,JOMON JOHN,Independent,1819
Kerala,State,S11,13,Idukki,SAJI @ SHAJI,Viduthalai Chiruthaigal Katchi,1508
Kerala,State,S11,13,Idukki,P.K. SAJEEVAN,Independent,1034
Kerala,State,S11,13,Idukki,NOTA,None of the Above,9519
Kerala,State,S11,2,Kannur,K. SUDHAKARAN,Indian National Congress,518524
Kerala,State,S11,2,Kannur,M.V. JAYARAJAN,Communist Party of India  (Marxist),409542
Kerala,State,S11,2,Kannur,C. RAGHUNATH,Bharatiya Janata Party,119876
Kerala,State,S11,2,Kannur,RAMACHANDRAN BAVILEERI,Bharatheeya Jawan Kisan Party,2649
Kerala,State,S11,2,Kannur,K. SUDHAKARAN S/O. KRISHNAN,Independent,1009
Kerala,State,S11,2,Kannur,SUDHAKARAN. K S/O. P GOPALAN,Independent,896
Kerala,State,S11,2,Kannur,JOY JOHN PATTAR MADATHIL,Independent,618
Kerala,State,S11,2,Kannur,JAYARAJ,Independent,488
Kerala,State,S11,2,Kannur,JAYARAJAN S/O. VELAYUDHAN,Independent,425
Kerala,State,S11,2,Kannur,VADI HAREENDRAN,Independent,343
Kerala,State,S11,2,Kannur,C. BALAKRISHNAN YADAV,Independent,304
Kerala,State,S11,2,Kannur,NARAYANA KUMAR,Independent,308
Kerala,State,S11,2,Kannur,NOTA,None of the Above,8873
Kerala,State,S11,1,Kasaragod,RAJMOHAN UNNITHAN,Indian National Congress,490659
Kerala,State,S11,1,Kasaragod,M.V BALAKRISHNAN MASTER,Communist Party of India  (Marxist),390010
Kerala,State,S11,1,Kasaragod,M.L ASHWINI,Bharatiya Janata Party,219558
Kerala,State,S11,1,Kasaragod,SUKUMARI M,Bahujan Samaj Party,1612
Kerala,State,S11,1,Kasaragod,RAJESWARI K.R,Independent,897
Kerala,State,S11,1,Kasaragod,MANOHARAN K,Independent,804
Kerala,State,S11,1,Kasaragod,ANEESH PAYYANNUR,Independent,759
Kerala,State,S11,1,Kasaragod,BALAKRISHNAN N,Independent,628
Kerala,State,S11,1,Kasaragod,N KESHAVA NAYAK,Independent,507
Kerala,State,S11,1,Kasaragod,NOTA,None of the Above,7112
Kerala,State,S11,18,Kollam,N K PREMACHANDRAN,Revolutionary Socialist Party,443628
Kerala,State,S11,18,Kollam,M MUKESH,Communist Party of India  (Marxist),293326
Kerala,State,S11,18,Kollam,KRISHNAKUMAR G,Bharatiya Janata Party,163210
Kerala,State,S11,18,Kollam,VIPINLAL VIDHYADHARAN,Bahujan Samaj Party,2194
Kerala,State,S11,18,Kollam,PREMACHANDRAN NAIR,Independent,1734
Kerala,State,S11,18,Kollam,GOKULAM SURESH KUMAR,Independent,1374
Kerala,State,S11,18,Kollam,PRADEEP KOTTARAKKARA,Bharatheeya Jawan Kisan Party,835
Kerala,State,S11,18,Kollam,TWINKLE PRABHAKARAN,Socialist Unity Centre Of India (COMMUNIST),708
Kerala,State,S11,18,Kollam,JOSE SARANATH,Ambedkarite Party of India,559
Kerala,State,S11,18,Kollam,BRO NOUSHAD  SHERIFF J,Independent,579
Kerala,State,S11,18,Kollam,P KRISHNAMMAL,Marxist Communist Party of India (United),549
Kerala,State,S11,18,Kollam,N JAYARAJAN,Independent,449
Kerala,State,S11,18,Kollam,NOTA,None of the Above,6546
Kerala,State,S11,14,Kottayam,ADV K FRANCIS GEORGE,Kerala Congress,364631
Kerala,State,S11,14,Kottayam,THOMAS CHAZHIKADAN,Kerala Congress  (M),277365
Kerala,State,S11,14,Kottayam,THUSHAR VELLAPPALLY,Bharath Dharma Jana Sena,165046
Kerala,State,S11,14,Kottayam,VIJU CHERIAN,Bahujan Samaj Party,7223
Kerala,State,S11,14,Kottayam,P O PETER,Samajwadi Jan Parishad,1637
Kerala,State,S11,14,Kottayam,V P KOCHUMON,Socialist Unity Centre Of India (COMMUNIST),1595
Kerala,State,S11,14,Kottayam,JOSSIN K JOSEPH,Independent,1489
Kerala,State,S11,14,Kottayam,CHANDRABOSE P,Independent,1087
Kerala,State,S11,14,Kottayam,M M SCARIA,Independent,927
Kerala,State,S11,14,Kottayam,JOEMON JOSEPH SRAMPICKAL A P J JUMAN V S,Independent,893
Kerala,State,S11,14,Kottayam,ROBY MATTAPPALLY,Independent,739
Kerala,State,S11,14,Kottayam,SANTHOSH PULICKAL,Independent,710
Kerala,State,S11,14,Kottayam,SUNIL ALANCHERIL,Independent,527
Kerala,State,S11,14,Kottayam,MAN HOUSE MANMADHAN,Independent,421
Kerala,State,S11,14,Kottayam,NOTA,None of the Above,11933
Kerala,State,S11,5,Kozhikode,M. K. RAGHAVAN,Indian National Congress,520421
Kerala,State,S11,5,Kozhikode,ELAMARAM KAREEM,Communist Party of India  (Marxist),374245
Kerala,State,S11,5,Kozhikode,M. T. RAMESH,Bharatiya Janata Party,180666
Kerala,State,S11,5,Kozhikode,ARAMUKHAN,Bahujan Samaj Party,1715
Kerala,State,S11,5,Kozhikode,ARAVINDAKSHAN NAIR M. K.,Bharatheeya Jawan Kisan Party,1305
Kerala,State,S11,5,Kozhikode,RAGHAVAN S/O NARAYANAN NAIR,Independent,1096
Kerala,State,S11,5,Kozhikode,T. RAGHAVAN S/O VELLANKUTTY,Independent,1018
Kerala,State,S11,5,Kozhikode,N. RAGHAVAN S/O DAMU,Independent,782
Kerala,State,S11,5,Kozhikode,SUBHA,Independent,712
Kerala,State,S11,5,Kozhikode,DR. M. JYOTHIRAJ,Socialist Unity Centre Of India (COMMUNIST),653
Kerala,State,S11,5,Kozhikode,ABDUL KAREEM S/O MAHAMMOOD,Independent,541
Kerala,State,S11,5,Kozhikode,ABDUL KAREEM S/O AYAMMATH KUTTY,Independent,287
Kerala,State,S11,5,Kozhikode,ABDUL KAREEM K. S/O ASSAIN,Independent,293
Kerala,State,S11,5,Kozhikode,NOTA,None of the Above,6316
Kerala,State,S11,6,Malappuram,E.T.  MOHAMMED BASHEER,Indian Union Muslim League,644006
Kerala,State,S11,6,Malappuram,V. VASEEF,Communist Party of India  (Marxist),343888
Kerala,State,S11,6,Malappuram,DR. ABDUL SALAM,Bharatiya Janata Party,85361
Kerala,State,S11,6,Malappuram,T. KRISHNAN,Bahujan Samaj Party,1417
Kerala,State,S11,6,Malappuram,P.C. NARAYANAN,Bahujan Dravida Party,1309
Kerala,State,S11,6,Malappuram,NASEEF ALI MULLAPPALLI,Independent,1168
Kerala,State,S11,6,Malappuram,ABDULSALAM S/O MUHAMMED HAJI,Independent,783
Kerala,State,S11,6,Malappuram,THRISSUR NAZEER,Independent,484
Kerala,State,S11,6,Malappuram,NOTA,None of the Above,6766
Kerala,State,S11,16,Mavelikkara,KODIKUNNIL SURESH,Indian National Congress,369516
Kerala,State,S11,16,Mavelikkara,ADV ARUN KUMAR C A,Communist Party of India,358648
Kerala,State,S11,16,Mavelikkara,BAIJU KALASALA,Bharath Dharma Jana Sena,142984
Kerala,State,S11,16,Mavelikkara,C MONICHEN,Independent,4974
Kerala,State,S11,16,Mavelikkara,SANTHOSH PALATHUMPADAN,Bahujan Samaj Party,4306
Kerala,State,S11,16,Mavelikkara,SURESH NOORANAD,Ambedkarite Party of India,1505
Kerala,State,S11,16,Mavelikkara,K BIMALJI,Socialist Unity Centre Of India (COMMUNIST),1370
Kerala,State,S11,16,Mavelikkara,MANTHARA VELAYUDHAN,Independent,929
Kerala,State,S11,16,Mavelikkara,KOZHUVASSERIL SURESH,Independent,856
Kerala,State,S11,16,Mavelikkara,NOTA,None of the Above,9883
Kerala,State,S11,8,Palakkad,V K SREEKANDAN,Indian National Congress,421169
Kerala,State,S11,8,Palakkad,A VIJAYARAGHAVAN,Communist Party of India  (Marxist),345886
Kerala,State,S11,8,Palakkad,C KRISHNAKUMAR,Bharatiya Janata Party,251778
Kerala,State,S11,8,Palakkad,K T PADMINI,Bahujan Samaj Party,2132
Kerala,State,S11,8,Palakkad,ANNA KURIAKOSE,Independent,1433
Kerala,State,S11,8,Palakkad,N S K PURAM SASIKUMAR,Independent,1177
Kerala,State,S11,8,Palakkad,RAJESH K SON OF VELANKUTTY,Independent,1056
Kerala,State,S11,8,Palakkad,RAJESH M SON OF MANI C,Independent,953
Kerala,State,S11,8,Palakkad,SIDHEEK IRUPPASSERY,Independent,939
Kerala,State,S11,8,Palakkad,C RAJAMANICKAM,Independent,520
Kerala,State,S11,8,Palakkad,NOTA,None of the Above,8793
Kerala,State,S11,17,Pathanamthitta,ANTO ANTONY,Indian National Congress,367623
Kerala,State,S11,17,Pathanamthitta,DR.T.M.THOMAS ISSAC,Communist Party of India  (Marxist),301504
Kerala,State,S11,17,Pathanamthitta,ANIL K.ANTONY,Bharatiya Janata Party,234406
Kerala,State,S11,17,Pathanamthitta,ADV.P.K.GEETHAKRISHNAN,Bahujan Samaj Party,3972
Kerala,State,S11,17,Pathanamthitta,JOY P.MATHEW,People's Party of India(secular),1181
Kerala,State,S11,17,Pathanamthitta,K.C.THOMAS,Independent,1101
Kerala,State,S11,17,Pathanamthitta,ADV.HARIKUMAR M.K.,Ambedkarite Party of India,762
Kerala,State,S11,17,Pathanamthitta,ANOOP V.,Independent,609
Kerala,State,S11,17,Pathanamthitta,NOTA,None of the Above,8411
Kerala,State,S11,7,Ponnani,DR. M.P ABDUSSAMAD SAMADANI,Indian Union Muslim League,562516
Kerala,State,S11,7,Ponnani,K.S HAMZA,Communist Party of India  (Marxist),326756
Kerala,State,S11,7,Ponnani,ADV. NIVEDIDA,Bharatiya Janata Party,124798
Kerala,State,S11,7,Ponnani,ABDUSSAMED MALAYAMPALLI,Independent,1653
Kerala,State,S11,7,Ponnani,VINOD,Bahujan Samaj Party,1477
Kerala,State,S11,7,Ponnani,HAMSA S/O MOIDUTTY,Independent,978
Kerala,State,S11,7,Ponnani,BINDHU W/O DEVARAJAN,Independent,847
Kerala,State,S11,7,Ponnani,HAMZA KADAVANDI,Independent,710
Kerala,State,S11,7,Ponnani,NOTA,None of the Above,6561
Kerala,State,S11,20,Thiruvananthapuram,SHASHI THAROOR,Indian National Congress,358155
Kerala,State,S11,20,Thiruvananthapuram,RAJEEV CHANDRASEKHAR,Bharatiya Janata Party,342078
Kerala,State,S11,20,Thiruvananthapuram,PANNIAN RAVINDRAN,Communist Party of India,247648
Kerala,State,S11,20,Thiruvananthapuram,ADV RAJENDRAN,Bahujan Samaj Party,2352
Kerala,State,S11,20,Thiruvananthapuram,ADV SHINE LAL M P,Independent,1483
Kerala,State,S11,20,Thiruvananthapuram,J J RUSSELL,Independent,1365
Kerala,State,S11,20,Thiruvananthapuram,S MINI,Socialist Unity Centre Of India (COMMUNIST),1109
Kerala,State,S11,20,Thiruvananthapuram,M S SUBI,Independent,599
Kerala,State,S11,20,Thiruvananthapuram,CHALAI MOHANAN,Independent,400
Kerala,State,S11,20,Thiruvananthapuram,NANDAVANAM SUSEELAN,Independent,420
Kerala,State,S11,20,Thiruvananthapuram,SHAJU PALIYODU,Independent,388
Kerala,State,S11,20,Thiruvananthapuram,SASI KONGAPALLY,Independent,233
Kerala,State,S11,20,Thiruvananthapuram,NOTA,None of the Above,6753
Kerala,State,S11,10,Thrissur,SURESH GOPI,Bharatiya Janata Party,412338
Kerala,State,S11,10,Thrissur,ADV V S SUNILKUMAR,Communist Party of India,337652
Kerala,State,S11,10,Thrissur,K MURALEEDHARAN,Indian National Congress,328124
Kerala,State,S11,10,Thrissur,ADV P K NARAYANAN,Bahujan Samaj Party,2019
Kerala,State,S11,10,Thrissur,SUNILKUMAR SON OF PRABHAKARAN,Independent,1952
Kerala,State,S11,10,Thrissur,DIVAKARAN PALLATH,New Labour Party,819
Kerala,State,S11,10,Thrissur,M S JAFARGHAN,Independent,698
Kerala,State,S11,10,Thrissur,PRATHAPAN,Independent,709
Kerala,State,S11,10,Thrissur,JOSHI VILLADOM,Independent,493
Kerala,State,S11,10,Thrissur,NOTA,None of the Above,6072
Kerala,State,S11,3,Vadakara,SHAFI PARAMBIL,Indian National Congress,557528
Kerala,State,S11,3,Vadakara,K K SHAILAJA TEACHER,Communist Party of India  (Marxist),443022
Kerala,State,S11,3,Vadakara,PRAPHUL KRISHNAN,Bharatiya Janata Party,111979
Kerala,State,S11,3,Vadakara,SHAFI T P,Independent,3764
Kerala,State,S11,3,Vadakara,K K SHYLAJA,Independent,1179
Kerala,State,S11,3,Vadakara,KUNHIKANNAN PAYYOLI,Independent,869
Kerala,State,S11,3,Vadakara,SHYLAJA,Independent,680
Kerala,State,S11,3,Vadakara,SHAFI,Independent,422
Kerala,State,S11,3,Vadakara,SYLAJA P,Independent,326
Kerala,State,S11,3,Vadakara,MURALIDHARAN,Independent,269
Kerala,State,S11,3,Vadakara,NOTA,None of the Above,2909
Kerala,State,S11,4,Wayanad,RAHUL GANDHI,Indian National Congress,647445
Kerala,State,S11,4,Wayanad,ANNIE RAJA,Communist Party of India,283023
Kerala,State,S11,4,Wayanad,K SURENDRAN,Bharatiya Janata Party,141045
Kerala,State,S11,4,Wayanad,P.R KRISHNANKUTTY,Bahujan Samaj Party,1973
Kerala,State,S11,4,Wayanad,SATHYAN K.P,Independent,1059
Kerala,State,S11,4,Wayanad,SINOJ A.C,Independent,903
Kerala,State,S11,4,Wayanad,PRASEETHA AZHIKODE,Independent,840
Kerala,State,S11,4,Wayanad,AJEEB MUHAMMED,Independent,804
Kerala,State,S11,4,Wayanad,P RADHAKRISHNAN,Independent,562
Kerala,State,S11,4,Wayanad,NOTA,None of the Above,6999
Ladakh,Union Territory,U09,1,Ladakh,MOHMAD HANEEFA,Independent,65259
Ladakh,Union Territory,U09,1,Ladakh,TSERING NAMGYAL,Indian National Congress,37397
Ladakh,Union Territory,U09,1,Ladakh,TASHI GYALSON,Bharatiya Janata Party,31956
Ladakh,Union Territory,U09,1,Ladakh,NOTA,None of the Above,912
Lakshadweep,Union Territory,U06,1,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,Indian National Congress,25726
Lakshadweep,Union Territory,U06,1,Lakshadweep,MOHAMMED FAIZAL PP,Nationalist Congress Party – Sharadchandra Pawar,23079
Lakshadweep,Union Territory,U06,1,Lakshadweep,YOUSUF TP,Nationalist Congress Party,201
Lakshadweep,Union Territory,U06,1,Lakshadweep,KOYA,Independent,61
Lakshadweep,Union Territory,U06,1,Lakshadweep,NOTA,None of the Above,133
Madhya Pradesh,State,S12,15,BALAGHAT,BHARTI PARDHI,Bharatiya Janata Party,712660
Madhya Pradesh,State,S12,15,BALAGHAT,SAMRAT ASHOK SINGH SARASWAR,Indian National Congress,538148
Madhya Pradesh,State,S12,15,BALAGHAT,KANKAR MUNJARE,Bahujan Samaj Party,53134
Madhya Pradesh,State,S12,15,BALAGHAT,BHUVAN SINGH KORAM,Independent,13074
Madhya Pradesh,State,S12,15,BALAGHAT,NANDLAL UIKEY,Gondvana Gantantra Party,12422
Madhya Pradesh,State,S12,15,BALAGHAT,D.L. MANESHWAR,Peoples Party of India (Democratic),10017
Madhya Pradesh,State,S12,15,BALAGHAT,DHANENDRA DEV PAWAR BANWARI SETH,Independent,7245
Madhya Pradesh,State,S12,15,BALAGHAT,MAHADEV NAGDEVE,Independent,7192
Madhya Pradesh,State,S12,15,BALAGHAT,RAJKUMAR NAGESHWER,Independent,6728
Madhya Pradesh,State,S12,15,BALAGHAT,MOHAN RAUT,Rashtravadi Bharat Party,3542
Madhya Pradesh,State,S12,15,BALAGHAT,PRIYANKA SANJAY BHANDARKAR,Bhartiya Shakti Chetna Party,2926
Madhya Pradesh,State,S12,15,BALAGHAT,ADVOCATE SATYAPRAKASH SHULKE (LODHI),Madhya Pradesh Jan Vikas Party,1932
Madhya Pradesh,State,S12,15,BALAGHAT,DILEEP CHHABDA,Independent,1750
Madhya Pradesh,State,S12,15,BALAGHAT,NOTA,None of the Above,11510
Madhya Pradesh,State,S12,29,BETUL,DURGADAS (D. D.) UIKEY,Bharatiya Janata Party,848236
Madhya Pradesh,State,S12,29,BETUL,RAMU TEKAM,Indian National Congress,468475
Madhya Pradesh,State,S12,29,BETUL,ARJUN ASHOK BHALAVI,Bahujan Samaj Party,26597
Madhya Pradesh,State,S12,29,BETUL,ANIL UIKEY,Bharat Adivasi Party,10576
Madhya Pradesh,State,S12,29,BETUL,BHURELAL CHOTELAL BETHEKAR,Independent,7811
Madhya Pradesh,State,S12,29,BETUL,BHAGCHARAN WARKADE,Independent,5968
Madhya Pradesh,State,S12,29,BETUL,SUNER UIKEY,Gondvana Gantantra Party,4186
Madhya Pradesh,State,S12,29,BETUL,BARSKAR SUBHASH KORAKU,Swatantra Kisan Party,3849
Madhya Pradesh,State,S12,29,BETUL,NOTA,None of the Above,20322
Madhya Pradesh,State,S12,2,BHIND,SANDHYA RAY,Bharatiya Janata Party,537065
Madhya Pradesh,State,S12,2,BHIND,PHOOL SINGH BARAIYA,Indian National Congress,472225
Madhya Pradesh,State,S12,2,BHIND,DEVASHISH JARARIYA,Bahujan Samaj Party,20465
Madhya Pradesh,State,S12,2,BHIND,UMESH GARG,Independent,5072
Madhya Pradesh,State,S12,2,BHIND,REKHA SHAKYA,Independent,2667
Madhya Pradesh,State,S12,2,BHIND,HARIMOHAN,Independent,2610
Madhya Pradesh,State,S12,2,BHIND,RAKESH,Independent,2369
Madhya Pradesh,State,S12,2,BHIND,NOTA,None of the Above,6534
Madhya Pradesh,State,S12,19,BHOPAL,ALOK SHARMA,Bharatiya Janata Party,981109
Madhya Pradesh,State,S12,19,BHOPAL,ADVOCATE ARUN SHRIVASTAVA,Indian National Congress,479610
Madhya Pradesh,State,S12,19,BHOPAL,BHANU PRATAP SINGH,Bahujan Samaj Party,13305
Madhya Pradesh,State,S12,19,BHOPAL,DEENDAYAL AHIRWAR URF DEENU BHAIYA,Independent,3641
Madhya Pradesh,State,S12,19,BHOPAL,JAY SINGH,Independent,2510
Madhya Pradesh,State,S12,19,BHOPAL,BHARTI YADAV,Independent,1839
Madhya Pradesh,State,S12,19,BHOPAL,ANKIT RAI,Independent,1101
Madhya Pradesh,State,S12,19,BHOPAL,DHANRAJ SHENDE,Republican Party of India (A),790
Madhya Pradesh,State,S12,19,BHOPAL,AJAY KUMAR PATHAK,Chhatrapati Shivaji Bhartiya Garib Party,790
Madhya Pradesh,State,S12,19,BHOPAL,MOHAMMAD ASHRAF,Independent,778
Madhya Pradesh,State,S12,19,BHOPAL,BABULAL SEN,Moulik Adhikar Party,720
Madhya Pradesh,State,S12,19,BHOPAL,SANJAY KUMAR SAROJ,Manav Samadhan Party,622
Madhya Pradesh,State,S12,19,BHOPAL,BALRAM SINGH TAUMAR,Bhartiya Shakti Chetna Party,588
Madhya Pradesh,State,S12,19,BHOPAL,RAMPRASAD PATEL,Kranti Janshakti Party,575
Madhya Pradesh,State,S12,19,BHOPAL,MUDIT CHAURASIA,Akhil Bhartiya Aarakshit Samaj Party,544
Madhya Pradesh,State,S12,19,BHOPAL,MUDIT BHATNAGAR,Socialist Unity Centre Of India (COMMUNIST),540
Madhya Pradesh,State,S12,19,BHOPAL,R.K. MAHAJAN,Independent,529
Madhya Pradesh,State,S12,19,BHOPAL,ABDUL TAHIR ADVOCATE (BABLU RAJNIKANT)  S/O SAEED PAHELWAN ANSARI,Bahujan Maha Party,473
Madhya Pradesh,State,S12,19,BHOPAL,MAITHILI SHARAN GUPTA,Independent,448
Madhya Pradesh,State,S12,19,BHOPAL,RAJESH KEER,Independent,427
Madhya Pradesh,State,S12,19,BHOPAL,AKSHAY GOTHI,Parivartan Party of India,407
Madhya Pradesh,State,S12,19,BHOPAL,HITENDRA SHAHARE (BABA),Independent,318
Madhya Pradesh,State,S12,19,BHOPAL,NOTA,None of the Above,6621
Madhya Pradesh,State,S12,16,CHHINDWARA,BUNTY VIVEK SAHU,Bharatiya Janata Party,644738
Madhya Pradesh,State,S12,16,CHHINDWARA,NAKUL KAMALNATH,Indian National Congress,531120
Madhya Pradesh,State,S12,16,CHHINDWARA,DEVIRAM URF DEV RAVEN BHALAVI,Gondvana Gantantra Party,55988
Madhya Pradesh,State,S12,16,CHHINDWARA,UMAKANT BANDEWAR,Bahujan Samaj Party,11823
Madhya Pradesh,State,S12,16,CHHINDWARA,KAPIL SONI,Rashtriya Gondvana Party,9638
Madhya Pradesh,State,S12,16,CHHINDWARA,SIRAJ SHEKH,Independent,9568
Madhya Pradesh,State,S12,16,CHHINDWARA,PAWANSHAH SARYAM,Independent,6621
Madhya Pradesh,State,S12,16,CHHINDWARA,SUBHASH SHUKLA,Independent,5769
Madhya Pradesh,State,S12,16,CHHINDWARA,RAJENDRA DONGRE,Independent,4632
Madhya Pradesh,State,S12,16,CHHINDWARA,GOVIND BHALAVI,Independent,4029
Madhya Pradesh,State,S12,16,CHHINDWARA,MOHD. PARVEZ QURESHI,Independent,3828
Madhya Pradesh,State,S12,16,CHHINDWARA,AJAY BARKADE,Independent,2495
Madhya Pradesh,State,S12,16,CHHINDWARA,KUSHWAHA RAJESH TANTRIK,Ahinsa Samaj Party,1698
Madhya Pradesh,State,S12,16,CHHINDWARA,""" PRAKASH ALIAS BANTY "" PARTETI",Rashtra Samarpan Party,1654
Madhya Pradesh,State,S12,16,CHHINDWARA,FOGAL BANSOD,Republican Party of India (A),1323
Madhya Pradesh,State,S12,16,CHHINDWARA,NOTA,None of the Above,9903
Madhya Pradesh,State,S12,7,DAMOH,RAHUL SINGH LODHI,Bharatiya Janata Party,709768
Madhya Pradesh,State,S12,7,DAMOH,TARBAR SINGH LODHI (BANTU BHAIYA),Indian National Congress,303342
Madhya Pradesh,State,S12,7,DAMOH,ENGINEER GOVERDHAN RAJ,Bahujan Samaj Party,21404
Madhya Pradesh,State,S12,7,DAMOH,BHAIYA VIJAY PATEL (KURMI) TIRGARH BALE,Bhartiya Shakti Chetna Party,12217
Madhya Pradesh,State,S12,7,DAMOH,MANU SINGH MARAVI,Bharat Adivasi Party,7887
Madhya Pradesh,State,S12,7,DAMOH,RAHUL BHAIYA S/O RAM PRATAP,Independent,6285
Madhya Pradesh,State,S12,7,DAMOH,RAHUL BHAIYA S/O JEEVAN LAL,Independent,5561
Madhya Pradesh,State,S12,7,DAMOH,VEDRAM KURMI,Independent,4057
Madhya Pradesh,State,S12,7,DAMOH,RAJESH SINGH SOYAM,Gondvana Gantantra Party,3190
Madhya Pradesh,State,S12,7,DAMOH,RAKESH KUMAR AHIRWAR,Independent,2051
Madhya Pradesh,State,S12,7,DAMOH,NANDAN KUMAR AHIRWAL,Independent,1853
Madhya Pradesh,State,S12,7,DAMOH,NEELESH SONI,Independent,1278
Madhya Pradesh,State,S12,7,DAMOH,DURGA MOUSI,Independent,1124
Madhya Pradesh,State,S12,7,DAMOH,TARVAR SINGH LODHI,Independent,1094
Madhya Pradesh,State,S12,7,DAMOH,NOTA,None of the Above,7833
Madhya Pradesh,State,S12,21,DEWAS,MAHENDRA SINGH SOLANKY,Bharatiya Janata Party,928941
Madhya Pradesh,State,S12,21,DEWAS,RAJENDRA RADHAKISHAN MALVIYA,Indian National Congress,503716
Madhya Pradesh,State,S12,21,DEWAS,RAJENDRASINGH CHOKHUTIYA,Bahujan Samaj Party,11203
Madhya Pradesh,State,S12,21,DEWAS,RAMPRASAD,Aazad Samaj Party (Kanshi Ram),7220
Madhya Pradesh,State,S12,21,DEWAS,NITIN VERMA,Independent,2761
Madhya Pradesh,State,S12,21,DEWAS,ADVOCATE VIDAYARAJ MALAVIY,Social Democratic Party Of India,2031
Madhya Pradesh,State,S12,21,DEWAS,ENG. DEEPAK RAMESH CHANDRA VICHITRA,Independent,1595
Madhya Pradesh,State,S12,21,DEWAS,HEMRAJ POONAMCHANDRA BAMNIYA,Public Political Party,1248
Madhya Pradesh,State,S12,21,DEWAS,NOTA,None of the Above,10389
Madhya Pradesh,State,S12,25,DHAR,SAVITRI THAKUR,Bharatiya Janata Party,794449
Madhya Pradesh,State,S12,25,DHAR,RADHESHYAM MUVEL,Indian National Congress,575784
Madhya Pradesh,State,S12,25,DHAR,DHUMSINGH MANDLOI MACHHAR,Bahujan Samaj Party,14956
Madhya Pradesh,State,S12,25,DHAR,JITENDRA MUNIYA,Bharat Adivasi Party,10621
Madhya Pradesh,State,S12,25,DHAR,SUNIL AJRAWAT,Independent,5408
